"STATISTIC","Statistic Label","TLIST(A1)","Year","C02451V02968","County","UNIT","VALUE"
"ROA27C05","Injured Casualites","2016","2016","25","Donegal","Number","311"
"ROA27C05","Injured Casualites","2016","2016","26","Monaghan","Number","111"
"ROA27C05","Injured Casualites","2017","2017","-","All Counties","Number","7778"
"ROA27C05","Injured Casualites","2017","2017","01","Carlow","Number","77"
"ROA27C05","Injured Casualites","2017","2017","02","Dublin","Number","2258"
"ROA27C05","Injured Casualites","2017","2017","03","Kildare","Number","339"
"ROA27C05","Injured Casualites","2017","2017","04","Kilkenny","Number","137"
"ROA27C05","Injured Casualites","2017","2017","05","Laois","Number","169"
"ROA27C05","Injured Casualites","2017","2017","06","Longford","Number","83"
"ROA27C05","Injured Casualites","2017","2017","07","Louth","Number","306"
"ROA27C05","Injured Casualites","2017","2017","08","Meath","Number","267"
"ROA27C05","Injured Casualites","2017","2017","09","Offaly","Number","150"
"ROA27C05","Injured Casualites","2017","2017","10","Westmeath","Number","145"
"ROA27C05","Injured Casualites","2017","2017","11","Wexford","Number","231"
"ROA27C05","Injured Casualites","2017","2017","12","Wicklow","Number","213"
"ROA27C05","Injured Casualites","2017","2017","13","Clare","Number","191"
"ROA27C05","Injured Casualites","2017","2017","14","Cork","Number","770"
"ROA27C05","Injured Casualites","2017","2017","15","Kerry","Number","276"
"ROA27C05","Injured Casualites","2017","2017","16","Limerick","Number","346"
"ROA27C05","Injured Casualites","2017","2017","17","Tipperary","Number","229"
"ROA27C05","Injured Casualites","2017","2017","18","Waterford","Number","162"
"ROA27C05","Injured Casualites","2017","2017","19","Galway","Number","365"
"ROA27C05","Injured Casualites","2017","2017","20","Leitrim","Number","50"
"ROA27C05","Injured Casualites","2017","2017","21","Mayo","Number","192"
"ROA27C05","Injured Casualites","2017","2017","22","Roscommon","Number","136"
"ROA27C05","Injured Casualites","2017","2017","23","Sligo","Number","123"
"ROA27C05","Injured Casualites","2017","2017","24","Cavan","Number","152"
"ROA27C05","Injured Casualites","2017","2017","25","Donegal","Number","319"
"ROA27C05","Injured Casualites","2017","2017","26","Monaghan","Number","92"
"ROA27C05","Injured Casualites","2018","2018","-","All Counties","Number","8011"
"ROA27C05","Injured Casualites","2018","2018","01","Carlow","Number","56"
"ROA27C05","Injured Casualites","2018","2018","02","Dublin","Number","2345"
"ROA27C05","Injured Casualites","2018","2018","03","Kildare","Number","396"
"ROA27C05","Injured Casualites","2018","2018","04","Kilkenny","Number","122"
"ROA27C05","Injured Casualites","2018","2018","05","Laois","Number","159"
"ROA27C05","Injured Casualites","2018","2018","06","Longford","Number","80"
"ROA27C05","Injured Casualites","2018","2018","07","Louth","Number","247"
"ROA27C05","Injured Casualites","2018","2018","08","Meath","Number","250"
"ROA27C05","Injured Casualites","2018","2018","09","Offaly","Number","145"
"ROA27C05","Injured Casualites","2018","2018","10","Westmeath","Number","130"
"ROA27C05","Injured Casualites","2018","2018","11","Wexford","Number","235"
"ROA27C05","Injured Casualites","2018","2018","12","Wicklow","Number","159"
"ROA27C05","Injured Casualites","2018","2018","13","Clare","Number","133"
"ROA27C05","Injured Casualites","2018","2018","14","Cork","Number","861"
"ROA27C05","Injured Casualites","2018","2018","15","Kerry","Number","324"
"ROA27C05","Injured Casualites","2018","2018","16","Limerick","Number","408"
"ROA27C05","Injured Casualites","2018","2018","17","Tipperary","Number","251"
"ROA27C05","Injured Casualites","2018","2018","18","Waterford","Number","219"
"ROA27C05","Injured Casualites","2018","2018","19","Galway","Number","401"
"ROA27C05","Injured Casualites","2018","2018","20","Leitrim","Number","51"
"ROA27C05","Injured Casualites","2018","2018","21","Mayo","Number","211"
"ROA27C05","Injured Casualites","2018","2018","22","Roscommon","Number","109"
"ROA27C05","Injured Casualites","2018","2018","23","Sligo","Number","108"
"ROA27C05","Injured Casualites","2018","2018","24","Cavan","Number","157"
"ROA27C05","Injured Casualites","2018","2018","25","Donegal","Number","361"
"ROA27C05","Injured Casualites","2018","2018","26","Monaghan","Number","93"
"ROA27C05","Injured Casualites","2019","2019","-","All Counties","Number","7579"
"ROA27C05","Injured Casualites","2019","2019","01","Carlow","Number","99"
"ROA27C05","Injured Casualites","2019","2019","02","Dublin","Number","2338"
"ROA27C05","Injured Casualites","2019","2019","03","Kildare","Number","314"
"ROA27C05","Injured Casualites","2019","2019","04","Kilkenny","Number","89"
"ROA27C05","Injured Casualites","2019","2019","05","Laois","Number","95"
"ROA27C05","Injured Casualites","2019","2019","06","Longford","Number","84"
"ROA27C05","Injured Casualites","2019","2019","07","Louth","Number","251"
"ROA27C05","Injured Casualites","2019","2019","08","Meath","Number","236"
"ROA27C05","Injured Casualites","2019","2019","09","Offaly","Number","132"
"ROA27C05","Injured Casualites","2019","2019","10","Westmeath","Number","130"
"ROA27C05","Injured Casualites","2019","2019","11","Wexford","Number","252"
"ROA27C05","Injured Casualites","2019","2019","12","Wicklow","Number","209"
"ROA27C05","Injured Casualites","2019","2019","13","Clare","Number","151"
"ROA27C05","Injured Casualites","2019","2019","14","Cork","Number","748"
"ROA27C05","Injured Casualites","2019","2019","15","Kerry","Number","251"
"ROA27C05","Injured Casualites","2019","2019","16","Limerick","Number","351"
"ROA27C05","Injured Casualites","2019","2019","17","Tipperary","Number","236"
"ROA27C05","Injured Casualites","2019","2019","18","Waterford","Number","225"
"ROA27C05","Injured Casualites","2019","2019","19","Galway","Number","410"
"ROA27C05","Injured Casualites","2019","2019","20","Leitrim","Number","44"
"ROA27C05","Injured Casualites","2019","2019","21","Mayo","Number","204"
"ROA27C05","Injured Casualites","2019","2019","22","Roscommon","Number","86"
"ROA27C05","Injured Casualites","2019","2019","23","Sligo","Number","107"
"ROA27C05","Injured Casualites","2019","2019","24","Cavan","Number","129"
"ROA27C05","Injured Casualites","2019","2019","25","Donegal","Number","287"
"ROA27C05","Injured Casualites","2019","2019","26","Monaghan","Number","121"
"ROA27C05","Injured Casualites","2020","2020","-","All Counties","Number","5596"
"ROA27C05","Injured Casualites","2020","2020","01","Carlow","Number","68"
"ROA27C05","Injured Casualites","2020","2020","02","Dublin","Number","1616"
"ROA27C05","Injured Casualites","2020","2020","03","Kildare","Number","225"
"ROA27C05","Injured Casualites","2020","2020","04","Kilkenny","Number","80"
"ROA27C05","Injured Casualites","2020","2020","05","Laois","Number","119"
"ROA27C05","Injured Casualites","2020","2020","06","Longford","Number","78"
"ROA27C05","Injured Casualites","2020","2020","07","Louth","Number","196"
"ROA27C05","Injured Casualites","2020","2020","08","Meath","Number","220"
"ROA27C05","Injured Casualites","2020","2020","09","Offaly","Number","79"
"ROA27C05","Injured Casualites","2020","2020","10","Westmeath","Number","99"
"ROA27C05","Injured Casualites","2020","2020","11","Wexford","Number","178"
"ROA27C05","Injured Casualites","2020","2020","12","Wicklow","Number","126"
"ROA27C05","Injured Casualites","2020","2020","13","Clare","Number","116"
"ROA27C05","Injured Casualites","2020","2020","14","Cork","Number","571"
"ROA27C05","Injured Casualites","2020","2020","15","Kerry","Number","188"
"ROA27C05","Injured Casualites","2020","2020","16","Limerick","Number","251"
"ROA27C05","Injured Casualites","2020","2020","17","Tipperary","Number","192"
"ROA27C05","Injured Casualites","2020","2020","18","Waterford","Number","137"
"ROA27C05","Injured Casualites","2020","2020","19","Galway","Number","312"
"ROA27C05","Injured Casualites","2020","2020","20","Leitrim","Number","46"
"ROA27C05","Injured Casualites","2020","2020","21","Mayo","Number","143"
"ROA27C05","Injured Casualites","2020","2020","22","Roscommon","Number","82"
"ROA27C05","Injured Casualites","2020","2020","23","Sligo","Number","84"
"ROA27C05","Injured Casualites","2020","2020","24","Cavan","Number","105"
"ROA27C05","Injured Casualites","2020","2020","25","Donegal","Number","211"
"ROA27C05","Injured Casualites","2020","2020","26","Monaghan","Number","74"
"ROA27C05","Injured Casualites","2021","2021","-","All Counties","Number","6196"
"ROA27C05","Injured Casualites","2021","2021","01","Carlow","Number","77"
"ROA27C05","Injured Casualites","2021","2021","02","Dublin","Number","1788"
"ROA27C05","Injured Casualites","2021","2021","03","Kildare","Number","259"
"ROA27C05","Injured Casualites","2021","2021","04","Kilkenny","Number","122"
"ROA27C05","Injured Casualites","2021","2021","05","Laois","Number","92"
"ROA27C05","Injured Casualites","2021","2021","06","Longford","Number","75"
"ROA27C05","Injured Casualites","2021","2021","07","Louth","Number","218"
"ROA27C05","Injured Casualites","2021","2021","08","Meath","Number","252"
"ROA27C05","Injured Casualites","2021","2021","09","Offaly","Number","127"
"ROA27C05","Injured Casualites","2021","2021","10","Westmeath","Number","115"
"ROA27C05","Injured Casualites","2021","2021","11","Wexford","Number","177"
"ROA27C05","Injured Casualites","2021","2021","12","Wicklow","Number","189"
"ROA27C05","Injured Casualites","2021","2021","13","Clare","Number","123"
"ROA27C05","Injured Casualites","2021","2021","14","Cork","Number","583"
"ROA27C05","Injured Casualites","2021","2021","15","Kerry","Number","224"
"ROA27C05","Injured Casualites","2021","2021","16","Limerick","Number","270"
"ROA27C05","Injured Casualites","2021","2021","17","Tipperary","Number","189"
"ROA27C05","Injured Casualites","2021","2021","18","Waterford","Number","170"
"ROA27C05","Injured Casualites","2021","2021","19","Galway","Number","331"
"ROA27C05","Injured Casualites","2021","2021","20","Leitrim","Number","26"
"ROA27C05","Injured Casualites","2021","2021","21","Mayo","Number","175"
"ROA27C05","Injured Casualites","2021","2021","22","Roscommon","Number","77"
"ROA27C05","Injured Casualites","2021","2021","23","Sligo","Number","78"
"ROA27C05","Injured Casualites","2021","2021","24","Cavan","Number","130"
"ROA27C05","Injured Casualites","2021","2021","25","Donegal","Number","222"
"ROA27C05","Injured Casualites","2021","2021","26","Monaghan","Number","107"
"ROA27C05","Injured Casualites","2022","2022","-","All Counties","Number","7358"
"ROA27C05","Injured Casualites","2022","2022","01","Carlow","Number","113"
"ROA27C05","Injured Casualites","2022","2022","02","Dublin","Number","1971"
"ROA27C05","Injured Casualites","2022","2022","03","Kildare","Number","326"
"ROA27C05","Injured Casualites","2022","2022","04","Kilkenny","Number","157"
"ROA27C05","Injured Casualites","2022","2022","05","Laois","Number","130"
"ROA27C05","Injured Casualites","2022","2022","06","Longford","Number","92"
"ROA27C05","Injured Casualites","2022","2022","07","Louth","Number","271"
"ROA27C05","Injured Casualites","2022","2022","08","Meath","Number","320"
"ROA27C05","Injured Casualites","2022","2022","09","Offaly","Number","126"
"ROA27C05","Injured Casualites","2022","2022","10","Westmeath","Number","109"
"ROA27C05","Injured Casualites","2022","2022","11","Wexford","Number","235"
"ROA27C05","Injured Casualites","2022","2022","12","Wicklow","Number","143"
"ROA27C05","Injured Casualites","2022","2022","13","Clare","Number","160"
"ROA27C05","Injured Casualites","2022","2022","14","Cork","Number","772"
"ROA27C05","Injured Casualites","2022","2022","15","Kerry","Number","267"
"ROA27C05","Injured Casualites","2022","2022","16","Limerick","Number","379"
"ROA27C05","Injured Casualites","2022","2022","17","Tipperary","Number","226"
"ROA27C05","Injured Casualites","2022","2022","18","Waterford","Number","186"
"ROA27C05","Injured Casualites","2022","2022","19","Galway","Number","374"
"ROA27C05","Injured Casualites","2022","2022","20","Leitrim","Number","43"
"ROA27C05","Injured Casualites","2022","2022","21","Mayo","Number","212"
"ROA27C05","Injured Casualites","2022","2022","22","Roscommon","Number","87"
"ROA27C05","Injured Casualites","2022","2022","23","Sligo","Number","117"
"ROA27C05","Injured Casualites","2022","2022","24","Cavan","Number","133"
"ROA27C05","Injured Casualites","2022","2022","25","Donegal","Number","293"
"ROA27C05","Injured Casualites","2022","2022","26","Monaghan","Number","116"
"ROA27C06","All Killed and Injured Casualities","2013","2013","-","All Counties","Number","7068"
"ROA27C06","All Killed and Injured Casualities","2013","2013","01","Carlow","Number","91"
"ROA27C06","All Killed and Injured Casualities","2013","2013","02","Dublin","Number","1429"
"ROA27C06","All Killed and Injured Casualities","2013","2013","03","Kildare","Number","352"
"ROA27C06","All Killed and Injured Casualities","2013","2013","04","Kilkenny","Number","123"
"ROA27C06","All Killed and Injured Casualities","2013","2013","05","Laois","Number","97"
"ROA27C06","All Killed and Injured Casualities","2013","2013","06","Longford","Number","88"
"ROA27C06","All Killed and Injured Casualities","2013","2013","07","Louth","Number","298"
"ROA27C06","All Killed and Injured Casualities","2013","2013","08","Meath","Number","236"
"ROA27C06","All Killed and Injured Casualities","2013","2013","09","Offaly","Number","140"
"ROA27C06","All Killed and Injured Casualities","2013","2013","10","Westmeath","Number","110"
"ROA27C06","All Killed and Injured Casualities","2013","2013","11","Wexford","Number","208"
"ROA27C06","All Killed and Injured Casualities","2013","2013","12","Wicklow","Number","189"
"ROA27C06","All Killed and Injured Casualities","2013","2013","13","Clare","Number","184"
"ROA27C06","All Killed and Injured Casualities","2013","2013","14","Cork","Number","725"
"ROA27C06","All Killed and Injured Casualities","2013","2013","15","Kerry","Number","264"
"ROA27C06","All Killed and Injured Casualities","2013","2013","16","Limerick","Number","407"
"ROA27C06","All Killed and Injured Casualities","2013","2013","17","Tipperary","Number","260"
"ROA27C06","All Killed and Injured Casualities","2013","2013","18","Waterford","Number","197"
"ROA27C06","All Killed and Injured Casualities","2013","2013","19","Galway","Number","480"
"ROA27C06","All Killed and Injured Casualities","2013","2013","20","Leitrim","Number","42"
"ROA27C06","All Killed and Injured Casualities","2013","2013","21","Mayo","Number","222"
"ROA27C06","All Killed and Injured Casualities","2013","2013","22","Roscommon","Number","123"
"ROA27C06","All Killed and Injured Casualities","2013","2013","23","Sligo","Number","154"
"ROA27C06","All Killed and Injured Casualities","2013","2013","24","Cavan","Number","166"
"ROA27C06","All Killed and Injured Casualities","2013","2013","25","Donegal","Number","368"
"ROA27C06","All Killed and Injured Casualities","2013","2013","26","Monaghan","Number","115"
"ROA27C06","All Killed and Injured Casualities","2014","2014","-","All Counties","Number","8272"
"ROA27C06","All Killed and Injured Casualities","2014","2014","01","Carlow","Number","108"
"ROA27C06","All Killed and Injured Casualities","2014","2014","02","Dublin","Number","2154"
"ROA27C06","All Killed and Injured Casualities","2014","2014","03","Kildare","Number","339"
"ROA27C06","All Killed and Injured Casualities","2014","2014","04","Kilkenny","Number","140"
"ROA27C06","All Killed and Injured Casualities","2014","2014","05","Laois","Number","157"
"ROA27C06","All Killed and Injured Casualities","2014","2014","06","Longford","Number","106"
"ROA27C06","All Killed and Injured Casualities","2014","2014","07","Louth","Number","324"
"ROA27C06","All Killed and Injured Casualities","2014","2014","08","Meath","Number","335"
"ROA27C06","All Killed and Injured Casualities","2014","2014","09","Offaly","Number","109"
"ROA27C06","All Killed and Injured Casualities","2014","2014","10","Westmeath","Number","167"
"ROA27C06","All Killed and Injured Casualities","2014","2014","11","Wexford","Number","229"
"ROA27C06","All Killed and Injured Casualities","2014","2014","12","Wicklow","Number","209"
"ROA27C06","All Killed and Injured Casualities","2014","2014","13","Clare","Number","178"
"ROA27C06","All Killed and Injured Casualities","2014","2014","14","Cork","Number","835"
"ROA27C06","All Killed and Injured Casualities","2014","2014","15","Kerry","Number","361"
"ROA27C06","All Killed and Injured Casualities","2014","2014","16","Limerick","Number","410"
"ROA27C06","All Killed and Injured Casualities","2014","2014","17","Tipperary","Number","280"
"ROA27C06","All Killed and Injured Casualities","2014","2014","18","Waterford","Number","171"
"ROA27C06","All Killed and Injured Casualities","2014","2014","19","Galway","Number","520"
"ROA27C06","All Killed and Injured Casualities","2014","2014","20","Leitrim","Number","57"
"ROA27C06","All Killed and Injured Casualities","2014","2014","21","Mayo","Number","228"
"ROA27C06","All Killed and Injured Casualities","2014","2014","22","Roscommon","Number","147"
"ROA27C06","All Killed and Injured Casualities","2014","2014","23","Sligo","Number","101"
"ROA27C06","All Killed and Injured Casualities","2014","2014","24","Cavan","Number","167"
"ROA27C06","All Killed and Injured Casualities","2014","2014","25","Donegal","Number","319"
"ROA27C06","All Killed and Injured Casualities","2014","2014","26","Monaghan","Number","121"
"ROA27C06","All Killed and Injured Casualities","2015","2015","-","All Counties","Number","8002"
"ROA27C06","All Killed and Injured Casualities","2015","2015","01","Carlow","Number","99"
"ROA27C06","All Killed and Injured Casualities","2015","2015","02","Dublin","Number","2160"
"ROA27C06","All Killed and Injured Casualities","2015","2015","03","Kildare","Number","352"
"ROA27C06","All Killed and Injured Casualities","2015","2015","04","Kilkenny","Number","168"
"ROA27C06","All Killed and Injured Casualities","2015","2015","05","Laois","Number","100"
"ROA27C06","All Killed and Injured Casualities","2015","2015","06","Longford","Number","141"
"ROA27C06","All Killed and Injured Casualities","2015","2015","07","Louth","Number","251"
"ROA27C06","All Killed and Injured Casualities","2015","2015","08","Meath","Number","311"
"ROA27C06","All Killed and Injured Casualities","2015","2015","09","Offaly","Number","98"
"ROA27C06","All Killed and Injured Casualities","2015","2015","10","Westmeath","Number","165"
"ROA27C06","All Killed and Injured Casualities","2015","2015","11","Wexford","Number","241"
"ROA27C06","All Killed and Injured Casualities","2015","2015","12","Wicklow","Number","199"
"ROA27C06","All Killed and Injured Casualities","2015","2015","13","Clare","Number","160"
"ROA27C06","All Killed and Injured Casualities","2015","2015","14","Cork","Number","732"
"ROA27C06","All Killed and Injured Casualities","2015","2015","15","Kerry","Number","287"
"ROA27C06","All Killed and Injured Casualities","2015","2015","16","Limerick","Number","359"
"ROA27C06","All Killed and Injured Casualities","2015","2015","17","Tipperary","Number","241"
"ROA27C06","All Killed and Injured Casualities","2015","2015","18","Waterford","Number","228"
"ROA27C06","All Killed and Injured Casualities","2015","2015","19","Galway","Number","491"
"ROA27C06","All Killed and Injured Casualities","2015","2015","20","Leitrim","Number","89"
"ROA27C06","All Killed and Injured Casualities","2015","2015","21","Mayo","Number","240"
"ROA27C06","All Killed and Injured Casualities","2015","2015","22","Roscommon","Number","115"
"ROA27C06","All Killed and Injured Casualities","2015","2015","23","Sligo","Number","126"
"ROA27C06","All Killed and Injured Casualities","2015","2015","24","Cavan","Number","172"
"ROA27C06","All Killed and Injured Casualities","2015","2015","25","Donegal","Number","329"
"ROA27C06","All Killed and Injured Casualities","2015","2015","26","Monaghan","Number","148"
"ROA27C06","All Killed and Injured Casualities","2016","2016","-","All Counties","Number","7896"
"ROA27C06","All Killed and Injured Casualities","2016","2016","01","Carlow","Number","85"
"ROA27C06","All Killed and Injured Casualities","2016","2016","02","Dublin","Number","2231"
"ROA27C06","All Killed and Injured Casualities","2016","2016","03","Kildare","Number","395"
"ROA27C06","All Killed and Injured Casualities","2016","2016","04","Kilkenny","Number","168"
"ROA27C06","All Killed and Injured Casualities","2016","2016","05","Laois","Number","108"
"ROA27C06","All Killed and Injured Casualities","2016","2016","06","Longford","Number","115"
"ROA27C06","All Killed and Injured Casualities","2016","2016","07","Louth","Number","238"
"ROA27C06","All Killed and Injured Casualities","2016","2016","08","Meath","Number","294"
"ROA27C06","All Killed and Injured Casualities","2016","2016","09","Offaly","Number","120"
"ROA27C06","All Killed and Injured Casualities","2016","2016","10","Westmeath","Number","170"
"ROA27C06","All Killed and Injured Casualities","2016","2016","11","Wexford","Number","222"
"ROA27C06","All Killed and Injured Casualities","2016","2016","12","Wicklow","Number","181"
"ROA27C06","All Killed and Injured Casualities","2016","2016","13","Clare","Number","162"
"ROA27C06","All Killed and Injured Casualities","2016","2016","14","Cork","Number","715"
"ROA27C06","All Killed and Injured Casualities","2016","2016","15","Kerry","Number","279"
"ROA27C06","All Killed and Injured Casualities","2016","2016","16","Limerick","Number","367"
"ROA27C06","All Killed and Injured Casualities","2016","2016","17","Tipperary","Number","247"
"ROA27C06","All Killed and Injured Casualities","2016","2016","18","Waterford","Number","201"
"ROA27C06","All Killed and Injured Casualities","2016","2016","19","Galway","Number","428"
"ROA27C06","All Killed and Injured Casualities","2016","2016","20","Leitrim","Number","90"
"ROA27C06","All Killed and Injured Casualities","2016","2016","21","Mayo","Number","211"
"ROA27C06","All Killed and Injured Casualities","2016","2016","22","Roscommon","Number","149"
"ROA27C06","All Killed and Injured Casualities","2016","2016","23","Sligo","Number","101"
"ROA27C06","All Killed and Injured Casualities","2016","2016","24","Cavan","Number","182"
"ROA27C06","All Killed and Injured Casualities","2016","2016","25","Donegal","Number","321"
"ROA27C06","All Killed and Injured Casualities","2016","2016","26","Monaghan","Number","116"
"ROA27C06","All Killed and Injured Casualities","2017","2017","-","All Counties","Number","7934"
"ROA27C06","All Killed and Injured Casualities","2017","2017","01","Carlow","Number","80"
"ROA27C06","All Killed and Injured Casualities","2017","2017","02","Dublin","Number","2282"
"ROA27C06","All Killed and Injured Casualities","2017","2017","03","Kildare","Number","345"
"ROA27C06","All Killed and Injured Casualities","2017","2017","04","Kilkenny","Number","142"
"ROA27C06","All Killed and Injured Casualities","2017","2017","05","Laois","Number","171"
"ROA27C06","All Killed and Injured Casualities","2017","2017","06","Longford","Number","85"
"ROA27C06","All Killed and Injured Casualities","2017","2017","07","Louth","Number","316"
"ROA27C06","All Killed and Injured Casualities","2017","2017","08","Meath","Number","275"
"ROA27C06","All Killed and Injured Casualities","2017","2017","09","Offaly","Number","152"
"ROA27C06","All Killed and Injured Casualities","2017","2017","10","Westmeath","Number","146"
"ROA27C06","All Killed and Injured Casualities","2017","2017","11","Wexford","Number","238"
"ROA27C06","All Killed and Injured Casualities","2017","2017","12","Wicklow","Number","215"
"ROA27C06","All Killed and Injured Casualities","2017","2017","13","Clare","Number","195"
"ROA27C06","All Killed and Injured Casualities","2017","2017","14","Cork","Number","784"
"ROA27C06","All Killed and Injured Casualities","2017","2017","15","Kerry","Number","283"
"ROA27C06","All Killed and Injured Casualities","2017","2017","16","Limerick","Number","353"
"ROA27C06","All Killed and Injured Casualities","2017","2017","17","Tipperary","Number","237"
"ROA27C06","All Killed and Injured Casualities","2017","2017","18","Waterford","Number","166"
"ROA27C06","All Killed and Injured Casualities","2017","2017","19","Galway","Number","370"
"ROA27C06","All Killed and Injured Casualities","2017","2017","20","Leitrim","Number","51"
"ROA27C06","All Killed and Injured Casualities","2017","2017","21","Mayo","Number","204"
"ROA27C06","All Killed and Injured Casualities","2017","2017","22","Roscommon","Number","140"
"ROA27C06","All Killed and Injured Casualities","2017","2017","23","Sligo","Number","125"
"ROA27C06","All Killed and Injured Casualities","2017","2017","24","Cavan","Number","154"
"ROA27C06","All Killed and Injured Casualities","2017","2017","25","Donegal","Number","325"
"ROA27C06","All Killed and Injured Casualities","2017","2017","26","Monaghan","Number","100"
"ROA27C06","All Killed and Injured Casualities","2018","2018","-","All Counties","Number","8150"
"ROA27C06","All Killed and Injured Casualities","2018","2018","01","Carlow","Number","58"
"ROA27C06","All Killed and Injured Casualities","2018","2018","02","Dublin","Number","2359"
"ROA27C06","All Killed and Injured Casualities","2018","2018","03","Kildare","Number","400"
"ROA27C06","All Killed and Injured Casualities","2018","2018","04","Kilkenny","Number","124"
"ROA27C06","All Killed and Injured Casualities","2018","2018","05","Laois","Number","164"
"ROA27C06","All Killed and Injured Casualities","2018","2018","06","Longford","Number","83"
"ROA27C06","All Killed and Injured Casualities","2018","2018","07","Louth","Number","253"
"ROA27C06","All Killed and Injured Casualities","2018","2018","08","Meath","Number","257"
"ROA27C06","All Killed and Injured Casualities","2018","2018","09","Offaly","Number","147"
"ROA27C06","All Killed and Injured Casualities","2018","2018","10","Westmeath","Number","135"
"ROA27C06","All Killed and Injured Casualities","2018","2018","11","Wexford","Number","238"
"ROA27C06","All Killed and Injured Casualities","2018","2018","12","Wicklow","Number","164"
"ROA27C06","All Killed and Injured Casualities","2018","2018","13","Clare","Number","139"
"ROA27C06","All Killed and Injured Casualities","2018","2018","14","Cork","Number","876"
"ROA27C06","All Killed and Injured Casualities","2018","2018","15","Kerry","Number","327"
"ROA27C06","All Killed and Injured Casualities","2018","2018","16","Limerick","Number","417"
"ROA27C06","All Killed and Injured Casualities","2018","2018","17","Tipperary","Number","261"
"ROA27C06","All Killed and Injured Casualities","2018","2018","18","Waterford","Number","222"
"ROA27C06","All Killed and Injured Casualities","2018","2018","19","Galway","Number","408"
"ROA27C06","All Killed and Injured Casualities","2018","2018","20","Leitrim","Number","52"
"ROA27C06","All Killed and Injured Casualities","2018","2018","21","Mayo","Number","220"
"ROA27C06","All Killed and Injured Casualities","2018","2018","22","Roscommon","Number","111"
"ROA27C06","All Killed and Injured Casualities","2018","2018","23","Sligo","Number","109"
"ROA27C06","All Killed and Injured Casualities","2018","2018","24","Cavan","Number","160"
"ROA27C06","All Killed and Injured Casualities","2018","2018","25","Donegal","Number","371"
"ROA27C06","All Killed and Injured Casualities","2018","2018","26","Monaghan","Number","95"
"ROA27C06","All Killed and Injured Casualities","2019","2019","-","All Counties","Number","7719"
"ROA27C06","All Killed and Injured Casualities","2019","2019","01","Carlow","Number","101"
"ROA27C06","All Killed and Injured Casualities","2019","2019","02","Dublin","Number","2357"
"ROA27C06","All Killed and Injured Casualities","2019","2019","03","Kildare","Number","318"
"ROA27C06","All Killed and Injured Casualities","2019","2019","04","Kilkenny","Number","95"
"ROA27C06","All Killed and Injured Casualities","2019","2019","05","Laois","Number","96"
"ROA27C06","All Killed and Injured Casualities","2019","2019","06","Longford","Number","85"
"ROA27C06","All Killed and Injured Casualities","2019","2019","07","Louth","Number","255"
"ROA27C06","All Killed and Injured Casualities","2019","2019","08","Meath","Number","243"
"ROA27C06","All Killed and Injured Casualities","2019","2019","09","Offaly","Number","137"
"ROA27C06","All Killed and Injured Casualities","2019","2019","10","Westmeath","Number","133"
"ROA27C06","All Killed and Injured Casualities","2019","2019","11","Wexford","Number","259"
"ROA27C06","All Killed and Injured Casualities","2019","2019","12","Wicklow","Number","212"
"ROA27C06","All Killed and Injured Casualities","2019","2019","13","Clare","Number","156"
"ROA27C06","All Killed and Injured Casualities","2019","2019","14","Cork","Number","762"
"ROA27C06","All Killed and Injured Casualities","2019","2019","15","Kerry","Number","257"
"ROA27C06","All Killed and Injured Casualities","2019","2019","16","Limerick","Number","360"
"ROA27C06","All Killed and Injured Casualities","2019","2019","17","Tipperary","Number","249"
"ROA27C06","All Killed and Injured Casualities","2019","2019","18","Waterford","Number","228"
"ROA27C06","All Killed and Injured Casualities","2019","2019","19","Galway","Number","417"
"ROA27C06","All Killed and Injured Casualities","2019","2019","20","Leitrim","Number","45"
"ROA27C06","All Killed and Injured Casualities","2019","2019","21","Mayo","Number","207"
"ROA27C06","All Killed and Injured Casualities","2019","2019","22","Roscommon","Number","89"
"ROA27C06","All Killed and Injured Casualities","2019","2019","23","Sligo","Number","108"
"ROA27C06","All Killed and Injured Casualities","2019","2019","24","Cavan","Number","132"
"ROA27C06","All Killed and Injured Casualities","2019","2019","25","Donegal","Number","295"
"ROA27C06","All Killed and Injured Casualities","2019","2019","26","Monaghan","Number","123"
"ROA27C06","All Killed and Injured Casualities","2020","2020","-","All Counties","Number","5743"
"ROA27C06","All Killed and Injured Casualities","2020","2020","01","Carlow","Number","71"
"ROA27C06","All Killed and Injured Casualities","2020","2020","02","Dublin","Number","1637"
"ROA27C06","All Killed and Injured Casualities","2020","2020","03","Kildare","Number","229"
"ROA27C06","All Killed and Injured Casualities","2020","2020","04","Kilkenny","Number","85"
"ROA27C06","All Killed and Injured Casualities","2020","2020","05","Laois","Number","119"
"ROA27C06","All Killed and Injured Casualities","2020","2020","06","Longford","Number","78"
"ROA27C06","All Killed and Injured Casualities","2020","2020","07","Louth","Number","205"
"ROA27C06","All Killed and Injured Casualities","2020","2020","08","Meath","Number","228"
"ROA27C06","All Killed and Injured Casualities","2020","2020","09","Offaly","Number","83"
"ROA27C06","All Killed and Injured Casualities","2020","2020","10","Westmeath","Number","103"
"ROA27C06","All Killed and Injured Casualities","2020","2020","11","Wexford","Number","185"
"ROA27C06","All Killed and Injured Casualities","2020","2020","12","Wicklow","Number","127"
"ROA27C06","All Killed and Injured Casualities","2020","2020","13","Clare","Number","119"
"ROA27C06","All Killed and Injured Casualities","2020","2020","14","Cork","Number","593"
